7.209645125110492048e-02,-2.388729919194591267e-01,-3.124034934213907808e-02,-1.695373137283683329e-01,2.179027749629408317e-01,1.423631390058863744e-01,2.812819739949421471e-01,-1.123683907301568974e+00,-6.713560509683560440e-01,1.155851224266494093e+01,-4.265597848711691897e-01,1.555403247731572680e-01,9.841977602943879910e-02,1.864226213940538557e-01,1.986285280625614824e-01,5.246187600213008118e-01
-9.762317702437253164e-01,-9.808676189124410083e-01,-2.185009146681075043e-01,1.827332048428497169e-01,2.214308191382400037e-01,1.291844021759933347e-01,-7.482912374117799414e-01,-7.870259498004499310e-01,2.264980218413906732e-01,-4.424379035600350951e-01,4.556685057608007572e-01,1.498772385727117629e-01,-7.194646858810798129e-01,5.465340629173718323e-01,2.622462330741363035e-01,5.113577705033460763e-01
-7.452876128028395053e-01,4.330656178012937813e-02,-3.183660360962902586e-02,-7.175690090555454370e-01,5.967816047028735582e-01,-9.013023365885231009e-01,6.920549669116859981e-01,2.965746347200150512e-01,9.228255068483490753e-01,-6.935087618658005715e-01,8.358175512447220401e-02,-8.047257646135157483e-01,-6.711469060804292619e-01,-5.679888547768592311e-01,8.357949101201847530e-02,5.156796806948701350e-01
-2.270945298628856523e+00,9.461500922813061987e-01,3.535218449431795640e-01,1.195980658378797745e+00,-1.554850945901409176e+01,2.611439379815962525e+00,9.220091636550227232e-01,4.775593972019848837e-02,1.063516298048245851e-01,3.905812598372251226e-02,1.300813993793233439e-02,-2.247849380029194599e-01,-1.656152494167366651e-01,-2.389809777264405299e-01,-2.366830331045667035e-01,-2.244151440329378022e-01
6.436128300528030088e-01,4.405507966623171678e-01,-6.091731788083197818e-01,-2.028247592461015492e-01,1.639197583161781241e-02,-2.645001762226527053e-01,-6.139495430139011445e-01,3.229126242630345756e-01,5.479735209250424788e-02,-6.253917537805820936e-01,7.055445278694046918e-01,2.927468285421099270e-01,2.492096666884060785e-01,4.646667444872984443e-01,-1.208848084342073817e-02,-6.191824720527321357e-01
-9.028426438994461289e-01,4.838078988103309275e-01,-7.013867962755421237e-02,2.300316675736119032e-01,-1.103341477513654301e+00,-1.071325442284367879e+00,-8.070383907485924269e+00,-1.291723598202716872e+00,-1.271896960041409397e+00,-1.855071224180042389e-01,-9.918559512719696269e-02,-1.134903156549826597e-01,1.088779996436573839e-02,4.029987306583099338e-01,5.086343378322028680e-02,-7.505587041964477402e-02
-6.541776508220109587e-01,3.488892101359812314e-01,4.102087170608221256e-01,-6.317221993087417387e-01,-6.461989557238558834e-01,-5.476938019013101178e-01,-7.799757732376586539e-01,3.933951702406398021e-01,6.395524237527052680e-01,8.413642063009763028e-01,1.829338988182588333e-02,-4.966152174935620223e-02,-7.881945842211706132e-01,-3.670172590622720610e-01,-5.161135556019178505e-01,4.446956342892333103e-01
-3.175939904281671056e-01,5.436901771469822980e-02,1.376154994700027889e-01,4.740603814466243238e-02,4.914190699003194440e-02,1.397165088187137527e-01,-5.130227415872061769e-01,1.356248367345024963e+00,-2.925474092575333085e+00,-3.513020465101766021e-01,-8.971219906059026139e-02,1.076929671695916330e-01,3.094882696947306444e-01,5.180453154103771274e-01,9.668149143303089721e-02,2.040625111511358003e-01
7.733549388293943228e-01,1.481827675758075613e-01,7.313506304561924187e-01,3.838895789571449835e-01,-6.777601920846775263e-01,-9.850479340351455670e-01,9.292098786295612811e-01,9.292103581041406546e-01,8.666404169169037441e-01,-5.829877913541678947e-01,-4.944842323098955772e-01,1.468141093550113796e-01,2.792402139985341453e-02,-3.985806955038606603e-02,3.436479263742623913e-01,1.677097499842535866e-01
-4.972748234712464743e+00,-4.304514724804798242e-01,1.991319445751894346e+00,4.516769152532752685e+00,2.634422236678958529e-03,4.984788086828467746e-02,8.658657854246068486e-02,-1.804776035840892634e-01,3.451840206678153528e-02,-7.473623854522208620e-02,-5.190329806333440071e-02,9.273142864333601409e-02,8.326405907234965542e-02,9.034947513684028764e-02,4.375476424749654564e-02,8.054096432200766320e-02
