8.916935534598488533e-02,-9.178949367397022663e-02,8.410939347319680293e-01,-8.877446141506245558e-02,3.237333601206002220e-01,7.879908941604287786e-01,1.021555773167620584e+00,-8.308378444440939203e-01,9.386166068549255392e-01,6.655723019559736109e-01,-3.394463278723957034e-01,6.210209185411825761e-01,-9.504600188321966625e-01,7.425251216426247414e-01,2.224356234756804107e-01,2.802899141183920473e-01
1.984321673574330092e+00,2.335163446765205819e+00,2.784417794491926390e+00,2.372912061140068918e+00,1.106513726864931879e+00,-2.065550780654503704e-01,3.891363206632218463e-01,-6.443208284666752661e-01,-9.767525812954939990e-02,-5.416558847076567984e-01,2.306775155215591289e-01,4.437289538302080505e-01,1.955925065607869495e+00,-2.669453296275250409e-01,1.332838813668110856e+00,-3.450833352348597338e-01
-8.917954074289279054e-02,2.070743357425665732e+00,-1.072436686138791950e+00,-3.456923693178740820e+00,-8.598028367411022499e-01,5.318740288496981439e-01,3.714287771346770906e-01,7.963748887597447146e-01,1.654924337801166878e+00,6.459218038260555739e-01,6.755033827783667455e-01,-4.301110301620960502e-02,-4.939323836512858334e-01,2.340647087315922692e-01,2.621074187451665205e-01,-1.165015617978617968e+00
3.783315347132052420e-01,1.240358854409124634e+00,2.732117939325047762e-01,1.548138666205998382e+00,3.012102305314007800e-01,3.229350238479175572e-01,1.921588174330935705e-01,-4.250449535310827365e-01,1.156486286993251705e-01,1.767185252151354802e-01,1.458101451725563324e-01,7.680459572576697584e-03,-2.626464518713953922e+00,-8.216086888011081557e-02,9.105078101895296427e-01,-4.896975961719172155e-01
7.568599652003187295e-01,-3.788150442257472439e-01,3.838656072128514007e-01,-7.405583173426786292e-01,-1.066815682572514357e+00,-3.743633763121759217e-01,5.645987815246282793e-01,-5.016905912450558835e-01,2.760333292498302719e-03,-9.163944169943608609e-01,-9.340456194872104323e-02,6.014248745044483702e-01,3.910156569325962117e-01,4.028966540485535153e-01,-8.802877541094808467e-02,-6.724611440797586548e-01
5.073261761268317294e-01,1.620494195692233352e-01,1.960081760200882983e-01,-3.800512858909718683e-01,4.761431565252451925e-01,-1.156894566473239072e+00,7.602975770860264104e-01,1.776706967926171776e+00,9.842529967161047777e-01,-5.891508734053471086e-01,-1.410387832554922671e-01,8.147181732755472972e-01,1.798640417091542210e+00,3.428593046092919816e-01,1.270185635874319541e+00,2.948094844988872421e+00
-4.881674152660477883e-01,-7.430057437036222678e-01,-8.117065466505163362e-01,4.199975382367736043e-01,-3.012551916020215353e-02,-1.466511679616284702e+00,-1.971101645035550076e+00,7.767691024333887029e-01,8.681922079335852027e-01,8.863882515724165190e-01,5.824675877525198331e-01,-1.602408554891280756e+00,-8.707385019733128173e-01,-8.017309689194438427e-01,2.700517903164696421e+00,-1.840060671521581703e+00
6.110586746512216560e-01,4.426623040439443130e-02,-5.353366050934884601e-01,1.127812675556307376e+00,-8.088173773758654539e-01,1.923770419139656795e-01,4.798560834218977278e-01,2.089124435332702645e-01,-1.236120074987008932e+00,1.038929943452964189e-01,-1.696530686805921284e-01,-5.603587001084755492e-01,1.347763996353824378e+00,-1.351275939459936348e-01,7.123456600634731073e-01,-5.632308887244012741e-02
-3.188145281871553050e-02,-4.216443267938816547e-02,-1.758230840369032766e-01,-5.613964883488499202e-01,-4.292842898608084656e-01,-1.164654723576460826e+00,-1.809090397078077839e+00,3.742729636711356722e+00,-1.805937052655979536e-01,-1.898563101456906266e-01,-1.574664745904605478e+00,-6.313064846234968108e-01,-2.053472138970746652e+00,1.433523356157051731e+00,1.577032999822444825e+00,1.338499680026649374e-01
2.086724822520170386e-01,-5.841110311509298270e-02,-3.735896518427345714e-01,9.646661517227552718e-01,-1.327036802382070890e+00,-1.381548938921437042e+00,-8.642122105398823695e-02,8.409266464743392344e-01,-4.900402906774442013e-01,-6.946151961699512656e-01,-1.184375074405278894e-01,-4.664726402821074425e-01,6.796039610895480143e-01,1.754996378034359372e+00,2.418518937787168532e-01,1.771663343335589946e-01
